id,job_order_id,section_id,task_title,note,task_status,completed_at,price,billable,scheduled_date,mechanic_id,estimated_finish
1,1,in_progress,Task for Tire Rotation & Balance,Note,completed,2026-02-12 18:52:15,950.05,True,2026-02-11 18:52:15,2,2026-02-12 18:52:15
2,2,in_progress,Task for Tire Rotation & Balance,Note,in_progress,2026-03-22 21:11:49,900.53,True,2026-03-21 21:11:49,2,2026-03-22 21:11:49
3,3,in_progress,Task for Wheel Alignment,Note,in_progress,2026-02-26 11:10:22,1326.96,True,2026-02-25 11:10:22,2,2026-02-26 11:10:22
4,4,in_progress,Task for Wheel Alignment,Note,completed,2026-02-13 18:45:05,1150.58,True,2026-02-12 18:45:05,2,2026-02-13 18:45:05
5,4,in_progress,Task for Battery Testing & Replacement,Note,completed,2026-02-13 18:45:05,4688.53,True,2026-02-12 18:45:05,2,2026-02-13 18:45:05
6,5,in_progress,Task for Wheel Alignment,Note,completed,2026-02-18 12:25:32,1385.78,True,2026-02-17 12:25:32,2,2026-02-18 12:25:32
7,6,in_progress,Task for Wheel Alignment,Note,in_progress,2026-04-19 05:25:20,1223.42,True,2026-04-18 05:25:20,2,2026-04-19 05:25:20
8,7,in_progress,Task for Tire Rotation & Balance,Note,completed,2026-01-24 09:37:09,743.11,True,2026-01-23 09:37:09,2,2026-01-24 09:37:09
9,8,in_progress,Task for Wheel Alignment,Note,in_progress,2026-03-22 01:31:50,1172.78,True,2026-03-21 01:31:50,2,2026-03-22 01:31:50
10,9,in_progress,Task for Transmission Fluid Flush,Note,in_progress,2026-01-30 08:13:41,4291.07,True,2026-01-29 08:13:41,2,2026-01-30 08:13:41
11,9,in_progress,Task for Engine Diagnostics,Note,in_progress,2026-01-30 08:13:41,2268.19,True,2026-01-29 08:13:41,2,2026-01-30 08:13:41
12,10,in_progress,Task for Tire Rotation & Balance,Note,in_progress,2026-03-09 03:08:47,867.28,True,2026-03-08 03:08:47,2,2026-03-09 03:08:47
13,10,in_progress,Task for Tire Rotation & Balance,Note,in_progress,2026-03-09 03:08:47,928.38,True,2026-03-08 03:08:47,2,2026-03-09 03:08:47
14,11,in_progress,Task for Wheel Alignment,Note,completed,2026-02-20 07:53:46,1406.55,True,2026-02-19 07:53:46,2,2026-02-20 07:53:46
15,12,in_progress,Task for Tire Rotation & Balance,Note,completed,2026-02-25 06:04:06,890.50,True,2026-02-24 06:04:06,2,2026-02-25 06:04:06
16,13,in_progress,Task for Tire Rotation & Balance,Note,completed,2026-02-25 23:12:07,807.16,True,2026-02-24 23:12:07,2,2026-02-25 23:12:07
17,14,in_progress,Task for A/C System Recharge,Note,in_progress,2026-04-02 06:58:23,2425.97,True,2026-04-01 06:58:23,2,2026-04-02 06:58:23
18,15,in_progress,Task for Oil Change,Note,completed,2026-01-26 08:17:19,1745.41,True,2026-01-25 08:17:19,2,2026-01-26 08:17:19
19,16,in_progress,Task for Wheel Alignment,Note,completed,2026-01-21 03:09:32,1117.41,True,2026-01-20 03:09:32,2,2026-01-21 03:09:32
20,16,in_progress,Task for Wheel Alignment,Note,completed,2026-01-21 03:09:32,1415.37,True,2026-01-20 03:09:32,2,2026-01-21 03:09:32
21,17,in_progress,Task for Engine Diagnostics,Note,in_progress,2026-03-27 10:07:55,1875.85,True,2026-03-26 10:07:55,2,2026-03-27 10:07:55
22,18,in_progress,Task for Engine Diagnostics,Note,completed,2026-02-04 03:16:11,1995.12,True,2026-02-03 03:16:11,2,2026-02-04 03:16:11
23,19,in_progress,Task for Wheel Alignment,Note,in_progress,2026-04-04 19:14:43,1240.14,True,2026-04-03 19:14:43,2,2026-04-04 19:14:43
24,19,in_progress,Task for Transmission Fluid Flush,Note,in_progress,2026-04-04 19:14:43,3812.44,True,2026-04-03 19:14:43,2,2026-04-04 19:14:43
25,19,in_progress,Task for Wheel Alignment,Note,in_progress,2026-04-04 19:14:43,1308.91,True,2026-04-03 19:14:43,2,2026-04-04 19:14:43
26,20,in_progress,Task for Wheel Alignment,Note,completed,2026-02-17 15:17:15,1112.24,True,2026-02-16 15:17:15,2,2026-02-17 15:17:15
27,20,in_progress,Task for Tire Rotation & Balance,Note,completed,2026-02-17 15:17:15,757.37,True,2026-02-16 15:17:15,2,2026-02-17 15:17:15
28,20,in_progress,Task for Oil Change,Note,completed,2026-02-17 15:17:15,1691.23,True,2026-02-16 15:17:15,2,2026-02-17 15:17:15
29,21,in_progress,Task for Wheel Alignment,Note,in_progress,2026-03-02 19:19:39,1257.10,True,2026-03-01 19:19:39,2,2026-03-02 19:19:39
30,22,in_progress,Task for Tire Rotation & Balance,Note,completed,2026-02-16 15:52:03,775.49,True,2026-02-15 15:52:03,2,2026-02-16 15:52:03
31,23,in_progress,Task for A/C System Recharge,Note,in_progress,2026-02-18 06:32:36,2437.42,True,2026-02-17 06:32:36,2,2026-02-18 06:32:36
32,24,in_progress,Task for Brake Pad Replacement,Note,completed,2026-02-25 09:50:43,3806.59,True,2026-02-24 09:50:43,2,2026-02-25 09:50:43
33,24,in_progress,Task for Wheel Alignment,Note,completed,2026-02-25 09:50:43,1300.76,True,2026-02-24 09:50:43,2,2026-02-25 09:50:43
34,25,in_progress,Task for Wheel Alignment,Note,in_progress,2026-03-15 23:12:57,1147.68,True,2026-03-14 23:12:57,2,2026-03-15 23:12:57
35,25,in_progress,Task for Oil Change,Note,in_progress,2026-03-15 23:12:57,1399.66,True,2026-03-14 23:12:57,2,2026-03-15 23:12:57
36,26,in_progress,Task for Wheel Alignment,Note,completed,2026-03-03 12:44:54,1086.98,True,2026-03-02 12:44:54,2,2026-03-03 12:44:54
37,27,in_progress,Task for Oil Change,Note,completed,2026-02-22 09:22:31,1671.84,True,2026-02-21 09:22:31,2,2026-02-22 09:22:31
38,28,in_progress,Task for Oil Change,Note,completed,2026-02-10 04:12:44,1539.11,True,2026-02-09 04:12:44,2,2026-02-10 04:12:44
39,29,in_progress,Task for Battery Testing & Replacement,Note,in_progress,2026-04-06 23:04:14,5188.79,True,2026-04-05 23:04:14,2,2026-04-06 23:04:14
40,30,in_progress,Task for Tire Rotation & Balance,Note,completed,2026-01-24 00:18:11,763.58,True,2026-01-23 00:18:11,2,2026-01-24 00:18:11
41,31,in_progress,Task for Battery Testing & Replacement,Note,completed,2026-03-13 20:27:06,5087.00,True,2026-03-12 20:27:06,2,2026-03-13 20:27:06
42,31,in_progress,Task for Tire Rotation & Balance,Note,completed,2026-03-13 20:27:06,826.31,True,2026-03-12 20:27:06,2,2026-03-13 20:27:06
43,32,in_progress,Task for Battery Testing & Replacement,Note,completed,2026-03-22 19:48:32,5375.86,True,2026-03-21 19:48:32,2,2026-03-22 19:48:32
44,33,in_progress,Task for Brake Pad Replacement,Note,completed,2026-02-17 20:59:31,3931.96,True,2026-02-16 20:59:31,2,2026-02-17 20:59:31
45,33,in_progress,Task for Wheel Alignment,Note,completed,2026-02-17 20:59:31,1253.24,True,2026-02-16 20:59:31,2,2026-02-17 20:59:31
46,33,in_progress,Task for Tire Rotation & Balance,Note,completed,2026-02-17 20:59:31,732.50,True,2026-02-16 20:59:31,2,2026-02-17 20:59:31
47,34,in_progress,Task for Tire Rotation & Balance,Note,completed,2026-03-10 17:12:28,910.65,True,2026-03-09 17:12:28,2,2026-03-10 17:12:28
48,35,in_progress,Task for Oil Change,Note,completed,2026-02-26 00:01:28,1702.56,True,2026-02-25 00:01:28,2,2026-02-26 00:01:28
49,35,in_progress,Task for Wheel Alignment,Note,completed,2026-02-26 00:01:28,1213.70,True,2026-02-25 00:01:28,2,2026-02-26 00:01:28
50,36,in_progress,Task for Oil Change,Note,completed,2026-02-26 06:13:39,1768.88,True,2026-02-25 06:13:39,2,2026-02-26 06:13:39
51,37,in_progress,Task for Wheel Alignment,Note,completed,2026-01-24 09:39:23,1364.93,True,2026-01-23 09:39:23,2,2026-01-24 09:39:23
52,38,in_progress,Task for Tire Rotation & Balance,Note,completed,2026-03-01 18:55:25,874.72,True,2026-02-28 18:55:25,2,2026-03-01 18:55:25
53,39,in_progress,Task for Oil Change,Note,in_progress,2026-04-22 07:02:00,1675.98,True,2026-04-21 07:02:00,2,2026-04-22 07:02:00
54,39,in_progress,Task for Tire Rotation & Balance,Note,in_progress,2026-04-22 07:02:00,889.59,True,2026-04-21 07:02:00,2,2026-04-22 07:02:00
55,40,in_progress,Task for Brake Pad Replacement,Note,completed,2026-03-07 03:43:17,3919.02,True,2026-03-06 03:43:17,2,2026-03-07 03:43:17
56,41,in_progress,Task for Brake Pad Replacement,Note,completed,2026-03-16 07:16:36,3426.52,True,2026-03-15 07:16:36,2,2026-03-16 07:16:36
57,42,in_progress,Task for A/C System Recharge,Note,in_progress,2026-01-18 15:24:06,2523.06,True,2026-01-17 15:24:06,2,2026-01-18 15:24:06
58,42,in_progress,Task for Wheel Alignment,Note,in_progress,2026-01-18 15:24:06,1102.80,True,2026-01-17 15:24:06,2,2026-01-18 15:24:06
59,43,in_progress,Task for Engine Diagnostics,Note,completed,2026-02-25 04:38:36,1892.48,True,2026-02-24 04:38:36,2,2026-02-25 04:38:36
60,44,in_progress,Task for Wheel Alignment,Note,completed,2026-03-17 01:27:46,1268.35,True,2026-03-16 01:27:46,2,2026-03-17 01:27:46
61,45,in_progress,Task for Oil Change,Note,completed,2026-03-26 01:05:59,1440.94,True,2026-03-25 01:05:59,2,2026-03-26 01:05:59
62,45,in_progress,Task for Wheel Alignment,Note,completed,2026-03-26 01:05:59,1285.56,True,2026-03-25 01:05:59,2,2026-03-26 01:05:59
63,46,in_progress,Task for Engine Diagnostics,Note,completed,2026-03-07 03:17:47,2019.81,True,2026-03-06 03:17:47,2,2026-03-07 03:17:47
64,47,in_progress,Task for A/C System Recharge,Note,completed,2026-02-24 10:52:21,2946.30,True,2026-02-23 10:52:21,2,2026-02-24 10:52:21
65,48,in_progress,Task for Oil Change,Note,in_progress,2026-03-27 08:02:14,1772.21,True,2026-03-26 08:02:14,2,2026-03-27 08:02:14
66,48,in_progress,Task for Tire Rotation & Balance,Note,in_progress,2026-03-27 08:02:14,890.02,True,2026-03-26 08:02:14,2,2026-03-27 08:02:14
67,49,in_progress,Task for Engine Diagnostics,Note,completed,2026-02-13 09:07:11,1846.76,True,2026-02-12 09:07:11,2,2026-02-13 09:07:11
68,50,in_progress,Task for Oil Change,Note,completed,2026-03-10 12:48:28,1589.25,True,2026-03-09 12:48:28,2,2026-03-10 12:48:28
69,50,in_progress,Task for Brake Pad Replacement,Note,completed,2026-03-10 12:48:28,3411.20,True,2026-03-09 12:48:28,2,2026-03-10 12:48:28
70,50,in_progress,Task for Wheel Alignment,Note,completed,2026-03-10 12:48:28,1349.71,True,2026-03-09 12:48:28,2,2026-03-10 12:48:28
71,51,in_progress,Task for Wheel Alignment,Note,completed,2026-04-28 21:10:28,1332.92,True,2026-04-27 21:10:28,2,2026-04-28 21:10:28
72,51,in_progress,Task for Tire Rotation & Balance,Note,completed,2026-04-28 21:10:28,910.19,True,2026-04-27 21:10:28,2,2026-04-28 21:10:28
73,52,in_progress,Task for Brake Pad Replacement,Note,completed,2026-03-08 13:44:37,3615.16,True,2026-03-07 13:44:37,2,2026-03-08 13:44:37
74,53,in_progress,Task for Transmission Fluid Flush,Note,in_progress,2026-03-23 18:41:56,4094.81,True,2026-03-22 18:41:56,2,2026-03-23 18:41:56
75,54,in_progress,Task for Wheel Alignment,Note,completed,2026-02-18 23:25:10,1355.65,True,2026-02-17 23:25:10,2,2026-02-18 23:25:10
76,54,in_progress,Task for A/C System Recharge,Note,completed,2026-02-18 23:25:10,2971.24,True,2026-02-17 23:25:10,2,2026-02-18 23:25:10
77,55,in_progress,Task for Oil Change,Note,in_progress,2026-04-02 00:28:28,1357.34,True,2026-04-01 00:28:28,2,2026-04-02 00:28:28
78,56,in_progress,Task for Brake Pad Replacement,Note,completed,2026-02-16 21:03:59,3172.79,True,2026-02-15 21:03:59,2,2026-02-16 21:03:59
79,57,in_progress,Task for Wheel Alignment,Note,completed,2026-02-14 08:45:04,1285.78,True,2026-02-13 08:45:04,2,2026-02-14 08:45:04
80,57,in_progress,Task for Oil Change,Note,completed,2026-02-14 08:45:04,1420.25,True,2026-02-13 08:45:04,2,2026-02-14 08:45:04
81,57,in_progress,Task for Tire Rotation & Balance,Note,completed,2026-02-14 08:45:04,779.97,True,2026-02-13 08:45:04,2,2026-02-14 08:45:04
82,58,in_progress,Task for Oil Change,Note,completed,2026-03-14 10:48:57,1763.05,True,2026-03-13 10:48:57,2,2026-03-14 10:48:57
83,58,in_progress,Task for Engine Diagnostics,Note,completed,2026-03-14 10:48:57,2275.74,True,2026-03-13 10:48:57,2,2026-03-14 10:48:57
84,59,in_progress,Task for Engine Diagnostics,Note,in_progress,2026-04-05 08:36:59,2344.59,True,2026-04-04 08:36:59,2,2026-04-05 08:36:59
85,59,in_progress,Task for Wheel Alignment,Note,in_progress,2026-04-05 08:36:59,1343.08,True,2026-04-04 08:36:59,2,2026-04-05 08:36:59
86,60,in_progress,Task for A/C System Recharge,Note,completed,2026-01-26 04:35:24,2909.84,True,2026-01-25 04:35:24,2,2026-01-26 04:35:24
87,60,in_progress,Task for Tire Rotation & Balance,Note,completed,2026-01-26 04:35:24,748.93,True,2026-01-25 04:35:24,2,2026-01-26 04:35:24
88,61,in_progress,Task for Wheel Alignment,Note,completed,2026-03-11 14:00:53,1268.78,True,2026-03-10 14:00:53,2,2026-03-11 14:00:53
89,61,in_progress,Task for Tire Rotation & Balance,Note,completed,2026-03-11 14:00:53,798.44,True,2026-03-10 14:00:53,2,2026-03-11 14:00:53
90,62,in_progress,Task for Engine Diagnostics,Note,completed,2026-02-02 10:42:01,2067.37,True,2026-02-01 10:42:01,2,2026-02-02 10:42:01
91,63,in_progress,Task for Tire Rotation & Balance,Note,completed,2026-04-07 13:49:44,751.73,True,2026-04-06 13:49:44,2,2026-04-07 13:49:44
92,64,in_progress,Task for Tire Rotation & Balance,Note,in_progress,2026-01-23 08:37:39,887.49,True,2026-01-22 08:37:39,2,2026-01-23 08:37:39
93,65,in_progress,Task for Wheel Alignment,Note,completed,2026-03-06 06:21:18,1150.60,True,2026-03-05 06:21:18,2,2026-03-06 06:21:18
94,66,in_progress,Task for Battery Testing & Replacement,Note,completed,2026-03-13 11:31:07,5297.59,True,2026-03-12 11:31:07,2,2026-03-13 11:31:07
95,67,in_progress,Task for Brake Pad Replacement,Note,in_progress,2026-02-27 17:26:25,3838.18,True,2026-02-26 17:26:25,2,2026-02-27 17:26:25
96,68,in_progress,Task for Wheel Alignment,Note,completed,2026-02-04 00:07:04,1239.20,True,2026-02-03 00:07:04,2,2026-02-04 00:07:04
97,68,in_progress,Task for Oil Change,Note,completed,2026-02-04 00:07:04,1718.18,True,2026-02-03 00:07:04,2,2026-02-04 00:07:04
98,68,in_progress,Task for Brake Pad Replacement,Note,completed,2026-02-04 00:07:04,3945.62,True,2026-02-03 00:07:04,2,2026-02-04 00:07:04
99,69,in_progress,Task for Tire Rotation & Balance,Note,completed,2026-02-25 21:41:11,755.44,True,2026-02-24 21:41:11,2,2026-02-25 21:41:11
100,69,in_progress,Task for A/C System Recharge,Note,completed,2026-02-25 21:41:11,2507.45,True,2026-02-24 21:41:11,2,2026-02-25 21:41:11
101,70,in_progress,Task for Oil Change,Note,completed,2026-02-17 04:42:03,1592.10,True,2026-02-16 04:42:03,2,2026-02-17 04:42:03
102,71,in_progress,Task for Engine Diagnostics,Note,completed,2026-03-09 08:36:57,2173.83,True,2026-03-08 08:36:57,2,2026-03-09 08:36:57
