id,session_id,sender_type,sender_id,message_text,sent_at,is_read_by_customer,is_read_by_admin
1,44,customer,87,customer_m3,2025-06-04 17:35:41.312132,False,True
2,44,admin,396,admin_m3,2025-06-05 01:35:41.312132,False,False
3,44,customer,87,customer_m2,2025-06-04 15:35:41.312132,False,False
4,44,bot,,bot_m5,2025-06-04 17:35:41.312132,False,False
5,44,bot,,bot_m2,2025-06-04 21:35:41.312132,True,False
6,44,customer,87,customer_m5,2025-06-04 20:35:41.312132,False,False
7,44,bot,,bot_m5,2025-06-04 14:35:41.312132,True,True
8,44,customer,87,customer_m1,2025-06-04 11:35:41.312132,False,True
9,44,customer,87,customer_m3,2025-06-04 03:35:41.312132,False,True
10,44,customer,87,customer_m3,2025-06-04 15:35:41.312132,False,False
11,44,customer,87,customer_m3,2025-06-04 15:35:41.312132,False,True
12,44,admin,396,admin_m2,2025-06-04 07:35:41.312132,False,False
13,44,bot,,bot_m4,2025-06-04 10:35:41.312132,False,True
14,44,bot,,bot_m5,2025-06-04 04:35:41.312132,True,False
15,44,customer,87,customer_m1,2025-06-04 23:35:41.312132,False,False
16,44,customer,87,customer_m5,2025-06-04 06:35:41.312132,False,False
17,44,admin,396,admin_m2,2025-06-04 20:35:41.312132,True,False
18,44,customer,87,customer_m3,2025-06-04 19:35:41.312132,False,False
19,44,bot,,bot_m2,2025-06-04 09:35:41.312132,True,True
20,44,bot,,bot_m1,2025-06-04 20:35:41.312132,True,False
21,44,admin,396,admin_m5,2025-06-05 00:35:41.312132,True,False
22,44,bot,,bot_m1,2025-06-04 14:35:41.312132,False,True
23,44,admin,396,admin_m2,2025-06-04 07:35:41.312132,True,False
24,44,customer,87,customer_m5,2025-06-04 15:35:41.312132,False,False
25,44,admin,396,admin_m3,2025-06-05 01:35:41.312132,False,False
26,44,bot,,bot_m3,2025-06-04 20:35:41.312132,True,True
27,44,bot,,bot_m3,2025-06-04 12:35:41.312132,True,True
28,44,customer,87,customer_m3,2025-06-04 22:35:41.312132,False,False
29,44,customer,87,customer_m5,2025-06-05 02:35:41.312132,False,False
30,44,admin,396,admin_m5,2025-06-04 23:35:41.312132,False,False
31,44,admin,396,admin_m5,2025-06-04 15:35:41.312132,True,False
32,44,admin,396,admin_m5,2025-06-04 07:35:41.312132,False,False
33,44,admin,396,admin_m4,2025-06-04 12:35:41.312132,True,False
34,44,customer,87,customer_m2,2025-06-04 17:35:41.312132,False,False
35,44,admin,396,admin_m5,2025-06-04 17:35:41.312132,False,False
36,44,customer,87,customer_m1,2025-06-04 20:35:41.312132,False,False
37,44,bot,,bot_m5,2025-06-04 04:35:41.312132,True,False
38,44,admin,396,admin_m4,2025-06-05 00:35:41.312132,False,False
39,44,bot,,bot_m2,2025-06-04 23:35:41.312132,True,False
40,44,bot,,bot_m5,2025-06-04 22:35:41.312132,False,False
41,44,admin,396,admin_m5,2025-06-05 00:35:41.312132,True,False
42,44,customer,87,customer_m2,2025-06-05 02:35:41.312132,False,False
43,44,customer,87,customer_m2,2025-06-04 09:35:41.312132,False,True
44,44,bot,,bot_m4,2025-06-05 00:35:41.312132,True,True
45,44,customer,87,customer_m3,2025-06-04 12:35:41.312132,False,True
46,44,bot,,bot_m1,2025-06-04 16:35:41.312132,True,True
47,44,bot,,bot_m1,2025-06-04 15:35:41.312132,True,True
48,44,bot,,bot_m4,2025-06-04 19:35:41.312132,False,False
49,44,bot,,bot_m4,2025-06-04 22:35:41.312132,False,False
50,44,customer,87,customer_m2,2025-06-04 05:35:41.312132,False,False
51,44,customer,87,customer_m3,2025-06-04 20:35:41.312132,False,False
52,44,customer,87,customer_m1,2025-06-04 10:35:41.312132,False,True
53,44,customer,87,customer_m1,2025-06-04 06:35:41.312132,False,False
54,44,bot,,bot_m1,2025-06-04 06:35:41.312132,True,True
55,44,admin,396,admin_m5,2025-06-04 14:35:41.312132,True,False
56,44,admin,396,admin_m3,2025-06-04 22:35:41.312132,True,False
57,44,customer,87,customer_m1,2025-06-04 14:35:41.312132,False,True
58,44,bot,,bot_m3,2025-06-04 23:35:41.312132,True,False
59,44,customer,87,customer_m2,2025-06-04 15:35:41.312132,False,True
60,44,bot,,bot_m1,2025-06-04 22:35:41.312132,False,True
61,44,bot,,bot_m4,2025-06-04 19:35:41.312132,False,True
62,44,bot,,bot_m5,2025-06-04 18:35:41.312132,True,True
63,44,admin,396,admin_m3,2025-06-04 04:35:41.312132,True,False
64,44,customer,87,customer_m4,2025-06-04 23:35:41.312132,False,True
65,44,admin,396,admin_m5,2025-06-04 18:35:41.312132,False,False
66,44,bot,,bot_m3,2025-06-04 20:35:41.312132,False,True
67,44,bot,,bot_m5,2025-06-04 15:35:41.312132,True,False
68,44,bot,,bot_m2,2025-06-04 23:35:41.312132,True,False
69,44,admin,396,admin_m4,2025-06-04 03:35:41.312132,True,False
70,44,bot,,bot_m3,2025-06-04 05:35:41.312132,True,True
71,44,customer,87,customer_m4,2025-06-04 20:35:41.312132,False,False
72,44,customer,87,customer_m4,2025-06-04 19:35:41.312132,False,True
73,44,customer,87,customer_m4,2025-06-05 01:35:41.312132,False,False
74,44,bot,,bot_m1,2025-06-04 21:35:41.312132,True,False
75,44,admin,396,admin_m2,2025-06-04 18:35:41.312132,True,False
76,44,customer,87,customer_m1,2025-06-04 13:35:41.312132,False,False
77,44,bot,,bot_m5,2025-06-04 06:35:41.312132,False,True
78,44,admin,396,admin_m1,2025-06-04 16:35:41.312132,True,False
79,44,admin,396,admin_m5,2025-06-04 16:35:41.312132,True,False
80,44,customer,87,customer_m1,2025-06-04 14:35:41.312132,False,True
81,44,admin,396,admin_m3,2025-06-04 14:35:41.312132,True,False
82,44,customer,87,customer_m1,2025-06-04 09:35:41.312132,False,False
83,44,bot,,bot_m4,2025-06-04 04:35:41.312132,True,True
84,44,admin,396,admin_m3,2025-06-04 13:35:41.312132,True,False
85,44,admin,396,admin_m4,2025-06-04 03:35:41.312132,True,False
86,44,admin,396,admin_m1,2025-06-04 17:35:41.312132,False,False
87,44,bot,,bot_m4,2025-06-04 22:35:41.312132,True,False
88,44,customer,87,customer_m3,2025-06-04 20:35:41.312132,False,False
89,44,admin,396,admin_m3,2025-06-04 05:35:41.312132,True,False
90,44,bot,,bot_m3,2025-06-04 23:35:41.312132,False,False
91,44,admin,396,admin_m2,2025-06-05 01:35:41.312132,True,False
92,44,admin,396,admin_m5,2025-06-04 08:35:41.312132,True,False
93,44,bot,,bot_m3,2025-06-04 21:35:41.312132,True,False
94,44,admin,396,admin_m4,2025-06-04 08:35:41.312132,False,False
95,44,admin,396,admin_m3,2025-06-05 01:35:41.312132,True,False
96,44,bot,,bot_m3,2025-06-04 22:35:41.312132,False,False
97,44,bot,,bot_m1,2025-06-04 16:35:41.312132,False,False
98,44,customer,87,customer_m4,2025-06-04 21:35:41.312132,False,False
99,44,admin,396,admin_m4,2025-06-04 11:35:41.312132,True,False
100,44,customer,87,customer_m1,2025-06-04 03:35:41.312132,False,True
101,44,admin,396,admin_m4,2025-06-04 05:35:41.312132,False,False
102,44,customer,87,customer_m4,2025-06-04 04:35:41.312132,False,False
103,44,customer,87,customer_m3,2025-06-04 11:35:41.312132,False,False
104,44,bot,,bot_m4,2025-06-04 17:35:41.312132,True,False
105,44,bot,,bot_m3,2025-06-04 14:35:41.312132,False,True
106,44,admin,396,admin_m4,2025-06-04 22:35:41.312132,True,False
107,44,customer,87,customer_m1,2025-06-04 20:35:41.312132,False,False
108,44,bot,,bot_m1,2025-06-04 03:35:41.312132,False,False
109,44,customer,87,customer_m5,2025-06-04 13:35:41.312132,False,False
110,44,bot,,bot_m1,2025-06-05 00:35:41.312132,True,True
111,44,customer,87,customer_m5,2025-06-04 10:35:41.312132,False,True
112,44,admin,396,admin_m4,2025-06-04 10:35:41.312132,True,False
113,44,customer,87,customer_m1,2025-06-05 00:35:41.312132,False,True
114,44,bot,,bot_m5,2025-06-04 04:35:41.312132,False,False
115,44,bot,,bot_m1,2025-06-04 06:35:41.312132,False,True
116,44,bot,,bot_m5,2025-06-04 05:35:41.312132,True,False
117,44,customer,87,customer_m5,2025-06-04 14:35:41.312132,False,False
118,44,admin,396,admin_m1,2025-06-04 21:35:41.312132,True,False
119,44,bot,,bot_m2,2025-06-04 16:35:41.312132,False,True
120,44,bot,,bot_m3,2025-06-04 17:35:41.312132,True,False
121,44,admin,396,admin_m2,2025-06-04 03:35:41.312132,True,False
122,44,bot,,bot_m2,2025-06-04 05:35:41.312132,False,False
123,44,bot,,bot_m3,2025-06-04 14:35:41.312132,True,False
124,44,admin,396,admin_m4,2025-06-04 14:35:41.312132,True,False
125,44,bot,,bot_m5,2025-06-04 17:35:41.312132,True,True
126,44,admin,396,admin_m2,2025-06-04 11:35:41.312132,False,False
127,44,customer,87,customer_m1,2025-06-04 17:35:41.312132,False,False
128,44,bot,,bot_m4,2025-06-04 03:35:41.312132,True,True
129,44,bot,,bot_m1,2025-06-04 05:35:41.312132,False,False
130,44,admin,396,admin_m3,2025-06-04 10:35:41.312132,True,False
131,44,bot,,bot_m1,2025-06-04 20:35:41.312132,True,False
132,44,bot,,bot_m4,2025-06-05 01:35:41.312132,True,False
133,44,bot,,bot_m1,2025-06-04 14:35:41.312132,False,True
134,44,admin,396,admin_m1,2025-06-04 10:35:41.312132,True,False
135,44,bot,,bot_m3,2025-06-05 02:35:41.312132,True,True
136,44,customer,87,customer_m2,2025-06-04 06:35:41.312132,False,True
137,44,customer,87,customer_m3,2025-06-05 02:35:41.312132,False,False
138,44,admin,396,admin_m4,2025-06-05 02:35:41.312132,True,False
139,44,customer,87,customer_m2,2025-06-04 13:35:41.312132,False,False
140,44,bot,,bot_m5,2025-06-05 02:35:41.312132,True,False
141,44,bot,,bot_m3,2025-06-04 04:35:41.312132,False,False
142,44,admin,396,admin_m3,2025-06-04 12:35:41.312132,False,False
143,44,bot,,bot_m1,2025-06-04 21:35:41.312132,False,True
144,44,admin,396,admin_m4,2025-06-04 18:35:41.312132,False,False
145,44,bot,,bot_m1,2025-06-04 17:35:41.312132,True,True
146,44,bot,,bot_m1,2025-06-05 01:35:41.312132,True,False
147,44,bot,,bot_m3,2025-06-04 15:35:41.312132,False,False
148,44,customer,87,customer_m5,2025-06-04 21:35:41.312132,False,True
149,44,customer,87,customer_m2,2025-06-04 06:35:41.312132,False,False
150,44,bot,,bot_m4,2025-06-04 14:35:41.312132,False,True
151,44,bot,,bot_m3,2025-06-04 23:35:41.312132,True,False
152,44,customer,87,customer_m4,2025-06-04 22:35:41.312132,False,False
153,44,customer,87,customer_m1,2025-06-04 05:35:41.312132,False,False
154,44,admin,396,admin_m2,2025-06-04 05:35:41.312132,False,False
155,44,customer,87,customer_m1,2025-06-04 07:35:41.312132,False,True
156,44,admin,396,admin_m4,2025-06-04 23:35:41.312132,False,False
