estimated_duration_mins,actual_amount,service_id,base_price,base_duration_hours,is_price_fixed,vehicle_age,vehicle_type_encoded,actual_duration_mins,predicted_duration_mins,predicted_amount
127.01666666666668,4052.12,3,800.0,0.5,True,10,3,150.46666666666667,149.17500000000007,4277.264499999997
117.26666666666668,1059.53,6,4500.0,0.5,True,2,0,150.58333333333334,142.36333333333346,2002.0703999999987
41.48333333333333,4477.46,4,1200.0,1.0,True,1,3,33.666666666666664,49.95149999999999,4666.962100000003
169.83333333333334,3952.56,7,2500.0,1.0,True,10,5,193.16666666666663,180.3308333333333,3846.5546000000004
229.86666666666667,3809.64,3,800.0,0.5,True,10,0,249.05,247.26283333333305,4279.045900000005
55.36666666666667,4965.73,3,800.0,0.5,True,4,1,66.58333333333333,71.58866666666661,4514.207499999993
224.56666666666663,5047.5,5,2000.0,1.5,False,3,2,265.28333333333336,250.2446666666666,4892.133500000002
34.016666666666666,4909.01,1,1500.0,1.0,True,12,2,70.9,60.7081666666666,4606.591000000004
70.23333333333333,1385.6,7,2500.0,1.0,True,8,1,76.3,80.02150000000007,2391.8448000000026
209.1,7030.63,2,3500.0,2.0,False,6,5,216.1833333333333,218.7916666666666,6329.190800000003
84.55,4840.46,7,2500.0,1.0,True,6,1,83.7,101.76733333333333,2899.6991000000007
156.95,6570.19,5,2000.0,1.5,False,15,4,187.78333333333333,180.31049999999985,6375.716199999993
65.78333333333333,6780.9,4,1200.0,1.0,True,10,3,72.85,72.97500000000008,3537.9715000000015
135.31666666666666,1438.35,7,2500.0,1.0,True,9,5,130.35,135.5428333333335,1741.7796000000017
237.3,3666.97,3,800.0,0.5,True,1,2,270.1,261.50299999999976,4079.6303999999923
218.9333333333333,2688.69,8,4000.0,2.0,False,9,1,241.15,235.8905000000001,3146.8713000000016
119.61666666666666,1646.02,1,1500.0,1.0,True,1,1,131.96666666666667,135.57700000000006,2569.4517999999975
198.96666666666667,6735.01,8,4000.0,2.0,False,2,2,228.86666666666667,222.67199999999968,6115.056000000008
118.35,533.87,5,2000.0,1.5,False,11,4,123.95,129.06700000000004,2289.7364999999977
174.46666666666667,3442.14,7,2500.0,1.0,True,16,5,159.96666666666667,171.23166666666685,3403.0653000000048
236.41666666666663,3056.83,8,4000.0,2.0,False,1,3,243.56666666666663,243.7388333333333,4028.9847000000013
53.63333333333333,3799.99,4,1200.0,1.0,True,5,5,48.3,62.33183333333335,4213.371999999995
208.41666666666663,2989.33,6,4500.0,0.5,True,1,3,223.7,227.8511666666669,3642.633000000001
92.63333333333334,2058.5,3,800.0,0.5,True,11,3,112.48333333333332,114.01550000000002,3926.307700000003
238.13333333333333,6162.74,5,2000.0,1.5,False,12,0,269.43333333333334,262.31399999999985,5778.152399999997
53.083333333333336,965.95,6,4500.0,0.5,True,4,1,93.73333333333332,80.41100000000004,2410.9118000000026
85.15,4936.72,6,4500.0,0.5,True,16,4,101.63333333333334,104.56883333333332,4676.371099999994
107.95,7524.62,2,3500.0,2.0,False,2,5,140.7,133.24100000000016,6276.538399999998
127.85,2543.58,5,2000.0,1.5,False,0,1,168.58333333333334,163.11066666666684,3186.8614999999995
226.36666666666667,6492.27,7,2500.0,1.0,True,5,4,217.56666666666663,228.14100000000005,5949.780300000005
40.98333333333333,2134.26,6,4500.0,0.5,True,4,4,74.23333333333333,63.80416666666668,4683.720699999996
153.25,7187.78,4,1200.0,1.0,True,0,4,153.25,155.22083333333333,3718.797900000001
169.21666666666667,674.51,5,2000.0,1.5,False,4,1,162.75,171.55283333333333,2029.6089000000004
194.08333333333331,3954.96,7,2500.0,1.0,True,9,5,199.31666666666663,205.92916666666667,3717.4883000000027
212.28333333333333,1485.44,2,3500.0,2.0,False,11,4,244.05,238.74599999999967,2548.614200000002
40.56666666666667,4756.43,6,4500.0,0.5,True,4,1,69.0,63.21200000000002,4487.695299999998
123.01666666666668,4607.16,6,4500.0,0.5,True,6,4,149.61666666666667,141.56483333333344,4149.321999999996
152.51666666666668,3887.52,3,800.0,0.5,True,6,4,142.21666666666667,163.05966666666663,4386.262100000003
204.6,5632.65,5,2000.0,1.5,False,6,4,193.56666666666663,222.11933333333337,5300.418500000007
81.41666666666667,1459.21,2,3500.0,2.0,False,14,2,80.21666666666667,86.73766666666657,3317.0189000000014
188.3,7642.78,3,800.0,0.5,True,5,0,220.03333333333333,211.45299999999992,6321.459200000009
110.21666666666668,6328.43,4,1200.0,1.0,True,0,5,135.5,132.09949999999998,5001.082599999996
110.38333333333334,6501.03,3,800.0,0.5,True,12,4,154.65,126.93183333333342,5739.49200000001
44.05,6310.2,3,800.0,0.5,True,6,5,34.68333333333333,38.98716666666669,4789.242800000004
205.0,6603.12,6,4500.0,0.5,True,1,1,237.9,228.7416666666668,4607.046700000001
96.23333333333332,3354.38,5,2000.0,1.5,False,7,2,93.2,98.37166666666666,3500.670500000001
162.18333333333334,2280.2,2,3500.0,2.0,False,15,2,184.21666666666667,184.4021666666668,2828.5054000000036
237.76666666666668,3048.72,6,4500.0,0.5,True,12,3,246.55,246.88133333333343,3220.012099999998
84.35,3324.05,8,4000.0,2.0,False,9,4,125.03333333333332,115.76283333333332,3744.3149999999955
238.25,5171.97,5,2000.0,1.5,False,7,4,262.93333333333334,261.2088333333333,5124.6343000000015
61.266666666666666,3458.59,4,1200.0,1.0,True,9,2,55.516666666666666,66.04099999999998,3973.3160000000016
33.25,794.71,2,3500.0,2.0,False,10,2,23.48333333333333,31.82699999999997,3276.372800000002
235.15,3458.5,3,800.0,0.5,True,15,5,222.45,235.3868333333336,3633.5216000000014
228.28333333333333,5289.01,1,1500.0,1.0,True,4,2,240.51666666666668,243.50533333333323,4262.036700000002
40.68333333333333,7138.77,1,1500.0,1.0,True,2,0,71.41666666666667,61.38700000000004,3795.3526
81.9,6171.39,1,1500.0,1.0,True,7,0,112.78333333333332,106.7926666666667,5621.060500000009
170.43333333333334,2202.06,5,2000.0,1.5,False,12,1,212.9,200.26450000000008,4308.953700000004
92.46666666666668,1319.2,7,2500.0,1.0,True,7,4,92.96666666666668,94.62649999999994,2911.5706000000023
190.7,1825.21,1,1500.0,1.0,True,2,4,181.33333333333331,196.0935000000001,4372.769600000003
201.1833333333333,6626.05,4,1200.0,1.0,True,10,2,245.11666666666667,237.81366666666636,3833.394499999999
133.43333333333334,2130.58,7,2500.0,1.0,True,3,4,130.03333333333333,134.56000000000006,2789.318699999998
221.26666666666668,5950.85,3,800.0,0.5,True,9,0,248.53333333333333,244.91066666666651,5235.829199999996
129.6,4280.38,7,2500.0,1.0,True,5,0,155.78333333333333,149.07233333333326,4310.237500000002
209.91666666666663,5365.09,3,800.0,0.5,True,9,5,241.3,239.06483333333304,3497.816100000001
223.6,2020.21,3,800.0,0.5,True,11,5,266.01666666666665,259.7619999999998,2934.2343000000023
71.41666666666667,6217.98,4,1200.0,1.0,True,4,5,85.43333333333334,93.70433333333338,5146.838699999997
119.11666666666666,3228.51,7,2500.0,1.0,True,3,2,135.18333333333334,131.14199999999985,4640.719000000003
146.5,536.61,4,1200.0,1.0,True,1,3,187.75,173.3075,4024.7733000000003
185.88333333333333,3326.11,7,2500.0,1.0,True,11,3,209.21666666666667,207.12983333333352,3775.980399999994
231.5,5714.82,7,2500.0,1.0,True,16,2,272.55,257.3494999999997,5100.500600000006
123.41666666666669,4867.51,6,4500.0,0.5,True,6,0,114.35,127.79016666666683,5533.712700000003
194.55,1802.74,3,800.0,0.5,True,12,2,215.8,212.254,3493.786299999997
112.5,6439.32,4,1200.0,1.0,True,16,2,116.36666666666666,121.59566666666667,5346.523800000004
93.2,3385.65,8,4000.0,2.0,False,6,5,133.95,122.65183333333344,4408.152000000005
161.53333333333333,5196.41,2,3500.0,2.0,False,7,0,162.03333333333333,167.79799999999994,4561.5876999999955
166.56666666666666,1938.03,7,2500.0,1.0,True,1,1,181.11666666666667,180.54016666666664,2959.200200000002
179.8,3853.12,7,2500.0,1.0,True,12,3,223.7333333333333,210.43933333333345,4705.730199999998
41.11666666666667,5224.42,6,4500.0,0.5,True,10,2,72.16666666666667,59.62449999999998,4766.221999999995
182.58333333333331,2252.45,6,4500.0,0.5,True,9,1,177.25,179.85850000000002,3925.4529000000016
57.93333333333333,6161.28,2,3500.0,2.0,False,16,5,102.7,91.59133333333332,5408.249000000011
208.7333333333333,1172.65,8,4000.0,2.0,False,10,0,235.61666666666667,233.94283333333317,1878.209699999998
92.61666666666666,3208.59,8,4000.0,2.0,False,12,0,127.9,121.33416666666658,3582.3123000000032
35.06666666666667,5920.28,8,4000.0,2.0,False,10,1,62.65,61.44916666666664,5058.421200000009
95.0,2973.57,8,4000.0,2.0,False,3,5,109.1,111.65250000000016,4421.8519
89.78333333333333,5747.92,5,2000.0,1.5,False,12,3,116.56666666666666,102.55883333333335,5035.886100000001
54.96666666666667,4161.29,5,2000.0,1.5,False,2,4,96.23333333333332,87.98900000000005,4068.9670999999958
136.58333333333334,7584.83,3,800.0,0.5,True,3,3,135.95,154.76433333333344,4083.3716
66.0,1911.91,2,3500.0,2.0,False,12,1,79.05,76.08150000000009,2584.4951000000024
212.4833333333333,2777.61,8,4000.0,2.0,False,5,0,230.45,229.83150000000023,5205.354700000001
70.58333333333333,735.72,4,1200.0,1.0,True,0,5,110.58333333333331,103.44783333333336,2702.6352
149.16666666666666,2092.2,5,2000.0,1.5,False,16,1,141.05,147.69016666666644,3021.462500000004
169.68333333333334,6591.82,2,3500.0,2.0,False,16,5,206.08333333333331,194.824,5439.094900000001
98.93333333333334,3611.64,8,4000.0,2.0,False,9,2,121.9,117.7309999999999,3440.6826000000046
210.06666666666663,5807.23,6,4500.0,0.5,True,0,4,233.06666666666663,230.29816666666676,4894.786599999994
106.36666666666666,4691.51,6,4500.0,0.5,True,13,5,109.23333333333332,109.77800000000008,4491.748900000004
79.21666666666667,4376.35,1,1500.0,1.0,True,9,5,67.6,88.83083333333335,4211.473499999993
178.2,1227.79,2,3500.0,2.0,False,16,5,214.88333333333333,210.57450000000023,5609.6954000000005
103.36666666666666,2466.05,8,4000.0,2.0,False,5,4,140.2,114.05450000000008,2983.1235999999963
31.016666666666666,3291.75,1,1500.0,1.0,True,0,2,37.03333333333333,42.8115,3732.7509999999993
176.23333333333332,540.67,1,1500.0,1.0,True,5,0,171.01666666666668,203.89733333333336,2559.1148000000026
127.26666666666668,6622.88,5,2000.0,1.5,False,0,1,158.93333333333334,156.74333333333306,4429.4845000000005
233.1,3322.0,5,2000.0,1.5,False,8,4,219.9833333333333,237.6618333333332,4921.528400000003
237.6,3396.59,1,1500.0,1.0,True,2,3,229.81666666666663,256.7963333333332,3930.145700000004
59.46666666666667,592.68,3,800.0,0.5,True,2,0,101.63333333333334,84.12733333333328,1356.843099999998
77.08333333333333,5560.09,7,2500.0,1.0,True,0,2,102.43333333333334,92.64633333333332,5137.428400000008
217.1,5680.42,2,3500.0,2.0,False,3,5,225.16666666666663,224.5023333333333,5355.266499999997
101.68333333333334,2444.87,8,4000.0,2.0,False,7,2,118.08333333333331,116.67400000000006,2937.8053999999993
72.61666666666666,1840.9,8,4000.0,2.0,False,6,1,59.63333333333333,68.58333333333329,4446.031300000003
199.78333333333333,1681.04,1,1500.0,1.0,True,0,1,203.08333333333331,224.43383333333347,2671.403500000001
77.96666666666667,7514.12,1,1500.0,1.0,True,1,3,88.7,92.64783333333332,4317.825400000002
55.6,625.32,7,2500.0,1.0,True,5,3,69.38333333333334,72.89533333333327,1909.688200000003
181.96666666666667,2008.76,3,800.0,0.5,True,12,3,184.85,192.1855,3184.2195000000042
