id,job_order_id,payment_method,proof_of_payment_image,amount_paid,payment_date,verification_status
1,239,cash,,7088.21,2026-01-06 11:35:29.312132,verified
2,248,bank_transfer,https://storage.shop.com/receipts/pay_952549.jpg,2748.69,2026-07-05 19:37:10.312132,verified
3,454,debit_card,https://storage.shop.com/receipts/pay_646304.jpg,13418.54,2026-02-27 15:29:15.312132,verified
4,165,debit_card,https://storage.shop.com/receipts/pay_266891.jpg,11777.36,2026-03-04 15:36:58.312132,rejected
5,370,e_wallet,https://storage.shop.com/receipts/pay_905854.jpg,11420.07,2026-03-22 09:17:15.312132,verified
6,382,bank_transfer,https://storage.shop.com/receipts/pay_210976.jpg,14587.83,2026-06-06 05:32:48.312132,refunded
7,486,cheque,https://storage.shop.com/receipts/pay_804483.jpg,10874.66,2026-03-16 15:18:01.312132,verified
8,146,bank_transfer,https://storage.shop.com/receipts/pay_717601.jpg,7518.85,2026-05-03 10:23:03.312132,verified
9,357,credit_card,https://storage.shop.com/receipts/pay_668971.jpg,21317.82,2025-09-23 14:16:29.312132,verified
10,247,bank_transfer,https://storage.shop.com/receipts/pay_872994.jpg,5483.66,2025-12-29 06:46:39.312132,verified
11,132,credit_card,https://storage.shop.com/receipts/pay_570833.jpg,19726.60,2026-04-23 09:56:06.312132,verified
12,112,debit_card,https://storage.shop.com/receipts/pay_471888.jpg,10535.51,2025-11-02 06:52:40.312132,verified
13,90,bank_transfer,https://storage.shop.com/receipts/pay_460787.jpg,8643.97,2026-02-25 20:38:37.312132,verified
14,505,e_wallet,https://storage.shop.com/receipts/pay_140215.jpg,6530.79,2026-07-12 08:35:41.312132,verified
15,261,debit_card,https://storage.shop.com/receipts/pay_565236.jpg,17687.37,2026-03-30 17:10:35.312132,verified
16,451,e_wallet,https://storage.shop.com/receipts/pay_366572.jpg,5302.46,2025-09-22 02:44:03.312132,refunded
17,252,credit_card,https://storage.shop.com/receipts/pay_841696.jpg,8154.25,2025-12-04 13:05:45.312132,verified
18,347,bank_transfer,https://storage.shop.com/receipts/pay_305792.jpg,23844.71,2026-03-20 12:46:57.312132,verified
19,145,cash,,22866.95,2025-11-07 00:19:33.312132,verified
20,422,bank_transfer,https://storage.shop.com/receipts/pay_258135.jpg,23267.25,2026-01-07 03:55:56.312132,verified
21,183,debit_card,https://storage.shop.com/receipts/pay_901816.jpg,22625.65,2026-01-29 08:29:53.312132,pending
22,466,debit_card,https://storage.shop.com/receipts/pay_692908.jpg,19672.14,2025-09-07 12:57:15.312132,pending
23,417,cheque,https://storage.shop.com/receipts/pay_138563.jpg,14092.16,2026-02-03 17:20:02.312132,verified
24,19,e_wallet,https://storage.shop.com/receipts/pay_950515.jpg,21419.50,2026-03-14 18:06:35.312132,verified
25,410,cash,,6046.64,2026-05-04 14:37:28.312132,verified
26,412,credit_card,https://storage.shop.com/receipts/pay_416810.jpg,12427.47,2025-08-25 05:29:21.312132,verified
27,489,credit_card,https://storage.shop.com/receipts/pay_934776.jpg,18288.81,2025-08-31 21:33:13.312132,verified
28,71,cash,,12032.08,2026-03-29 17:28:57.312132,verified
29,38,e_wallet,https://storage.shop.com/receipts/pay_745935.jpg,4093.53,2025-08-22 23:10:03.312132,verified
30,61,cheque,https://storage.shop.com/receipts/pay_241369.jpg,13704.14,2026-07-23 20:56:50.312132,pending
31,64,e_wallet,https://storage.shop.com/receipts/pay_367468.jpg,22087.63,2026-03-18 08:06:15.312132,verified
32,322,debit_card,https://storage.shop.com/receipts/pay_786915.jpg,15771.36,2026-06-07 11:54:02.312132,verified
33,438,debit_card,https://storage.shop.com/receipts/pay_598899.jpg,22490.75,2026-06-19 16:35:32.312132,verified
34,137,e_wallet,https://storage.shop.com/receipts/pay_321042.jpg,23824.93,2026-01-21 23:10:32.312132,verified
35,126,credit_card,https://storage.shop.com/receipts/pay_986487.jpg,7843.20,2026-01-28 07:04:06.312132,verified
36,446,credit_card,https://storage.shop.com/receipts/pay_515280.jpg,19303.74,2025-11-19 19:30:24.312132,verified
37,243,e_wallet,https://storage.shop.com/receipts/pay_881039.jpg,9178.43,2026-02-25 13:24:40.312132,verified
38,280,cash,,20282.82,2026-05-31 14:16:59.312132,verified
39,371,credit_card,https://storage.shop.com/receipts/pay_288845.jpg,12173.26,2026-01-30 19:02:59.312132,verified
40,369,cash,,11069.23,2025-12-01 02:16:13.312132,pending
41,64,e_wallet,https://storage.shop.com/receipts/pay_857867.jpg,22087.63,2026-03-18 15:06:15.312132,pending
42,440,credit_card,https://storage.shop.com/receipts/pay_868284.jpg,683.88,2026-07-21 08:28:53.312132,verified
43,459,cheque,https://storage.shop.com/receipts/pay_380120.jpg,11399.10,2025-11-10 21:12:41.312132,verified
44,143,cash,,4141.37,2026-03-13 07:25:49.312132,verified
45,35,cheque,https://storage.shop.com/receipts/pay_778338.jpg,14696.14,2025-09-24 17:20:16.312132,verified
46,410,debit_card,https://storage.shop.com/receipts/pay_151863.jpg,6046.64,2026-05-03 21:37:28.312132,verified
47,39,bank_transfer,https://storage.shop.com/receipts/pay_879164.jpg,4884.69,2025-09-19 16:34:46.312132,verified
48,272,debit_card,https://storage.shop.com/receipts/pay_150382.jpg,6935.51,2025-08-13 06:02:08.312132,verified
49,342,debit_card,https://storage.shop.com/receipts/pay_951845.jpg,24726.93,2026-01-22 01:04:14.312132,verified
50,10,cash,,8867.80,2026-02-28 09:09:58.312132,verified
51,415,e_wallet,https://storage.shop.com/receipts/pay_752611.jpg,5672.64,2026-06-28 06:58:08.312132,pending
52,350,cash,,5912.53,2026-02-23 12:20:49.312132,verified
53,450,cash,,2452.04,2025-12-27 18:23:50.312132,pending
54,327,cheque,https://storage.shop.com/receipts/pay_863074.jpg,16899.96,2026-05-18 06:44:15.312132,verified
55,174,cheque,https://storage.shop.com/receipts/pay_876293.jpg,1865.87,2026-03-28 06:12:10.312132,verified
56,470,debit_card,https://storage.shop.com/receipts/pay_476229.jpg,23390.93,2025-10-13 15:35:30.312132,pending
57,321,e_wallet,https://storage.shop.com/receipts/pay_348665.jpg,18917.16,2026-03-06 19:32:31.312132,verified
58,56,debit_card,https://storage.shop.com/receipts/pay_827618.jpg,834.45,2026-01-26 13:17:27.312132,verified
59,350,credit_card,https://storage.shop.com/receipts/pay_696076.jpg,5912.53,2026-02-23 11:20:49.312132,verified
60,151,credit_card,https://storage.shop.com/receipts/pay_739838.jpg,17896.00,2026-02-02 02:10:45.312132,verified
61,2,cash,,3038.39,2026-02-20 06:01:43.312132,verified
62,238,cash,,13980.04,2026-03-07 19:50:27.312132,verified
63,410,credit_card,https://storage.shop.com/receipts/pay_748366.jpg,6046.64,2026-05-03 02:37:28.312132,verified
64,184,cheque,https://storage.shop.com/receipts/pay_721445.jpg,9098.73,2026-02-23 01:36:49.312132,rejected
65,391,bank_transfer,https://storage.shop.com/receipts/pay_340217.jpg,3469.16,2025-11-19 02:37:29.312132,verified
66,437,debit_card,https://storage.shop.com/receipts/pay_128169.jpg,17191.15,2025-08-18 01:44:12.312132,verified
67,181,debit_card,https://storage.shop.com/receipts/pay_554353.jpg,6156.46,2025-11-07 14:17:32.312132,verified
68,158,e_wallet,https://storage.shop.com/receipts/pay_208282.jpg,3936.28,2025-08-17 23:13:39.312132,verified
69,393,e_wallet,https://storage.shop.com/receipts/pay_254236.jpg,11083.08,2025-08-10 10:02:02.312132,pending
70,243,e_wallet,https://storage.shop.com/receipts/pay_291383.jpg,9178.43,2026-02-26 01:24:40.312132,verified
71,105,credit_card,https://storage.shop.com/receipts/pay_595983.jpg,5006.72,2026-03-03 15:17:02.312132,refunded
72,196,credit_card,https://storage.shop.com/receipts/pay_199314.jpg,10180.18,2025-10-08 12:23:17.312132,verified
73,311,cash,,7070.41,2026-02-19 23:01:02.312132,verified
74,164,cash,,11816.52,2026-04-17 20:30:01.312132,verified
75,14,e_wallet,https://storage.shop.com/receipts/pay_406929.jpg,18814.86,2026-03-17 01:36:02.312132,verified
76,70,bank_transfer,https://storage.shop.com/receipts/pay_201740.jpg,3743.82,2026-05-09 05:35:03.312132,refunded
77,484,e_wallet,https://storage.shop.com/receipts/pay_984695.jpg,4146.50,2025-10-05 10:50:21.312132,verified
78,193,e_wallet,https://storage.shop.com/receipts/pay_324981.jpg,20055.16,2026-06-17 12:23:30.312132,verified
79,431,debit_card,https://storage.shop.com/receipts/pay_612799.jpg,13928.23,2025-08-20 10:52:18.312132,refunded
80,254,debit_card,https://storage.shop.com/receipts/pay_128440.jpg,10888.55,2026-03-20 09:54:32.312132,verified
81,263,cash,,21344.47,2025-11-27 18:21:17.312132,verified
82,372,e_wallet,https://storage.shop.com/receipts/pay_615823.jpg,15843.40,2026-02-10 02:17:28.312132,verified
83,44,e_wallet,https://storage.shop.com/receipts/pay_492657.jpg,7471.39,2025-08-25 17:43:48.312132,rejected
84,517,debit_card,https://storage.shop.com/receipts/pay_217791.jpg,4412.88,2026-07-18 05:35:41.312132,verified
85,236,bank_transfer,https://storage.shop.com/receipts/pay_508049.jpg,11129.02,2026-04-15 14:18:24.312132,verified
86,338,credit_card,https://storage.shop.com/receipts/pay_309067.jpg,22968.31,2026-04-14 03:50:42.312132,pending
87,91,cheque,https://storage.shop.com/receipts/pay_958838.jpg,20664.97,2026-02-01 03:07:42.312132,verified
88,13,cheque,https://storage.shop.com/receipts/pay_950530.jpg,5203.38,2026-05-13 17:57:34.312132,verified
89,53,e_wallet,https://storage.shop.com/receipts/pay_506785.jpg,519.63,2026-01-03 20:39:31.312132,verified
90,393,credit_card,https://storage.shop.com/receipts/pay_924393.jpg,11083.08,2025-08-10 00:02:02.312132,verified
91,500,e_wallet,https://storage.shop.com/receipts/pay_881743.jpg,24445.90,2025-08-20 22:03:44.312132,verified
92,252,cash,,16308.50,2025-12-05 16:05:45.312132,refunded
93,370,debit_card,https://storage.shop.com/receipts/pay_507907.jpg,11420.07,2026-03-21 03:17:15.312132,verified
94,251,bank_transfer,https://storage.shop.com/receipts/pay_646033.jpg,11313.40,2026-07-23 07:25:08.312132,verified
95,372,e_wallet,https://storage.shop.com/receipts/pay_141708.jpg,15843.40,2026-02-08 20:17:28.312132,verified
96,425,cash,,8991.00,2026-01-19 14:30:19.312132,verified
97,392,bank_transfer,https://storage.shop.com/receipts/pay_637990.jpg,6043.66,2026-04-25 04:03:24.312132,verified
98,505,credit_card,https://storage.shop.com/receipts/pay_185913.jpg,6530.79,2026-07-13 23:35:41.312132,verified
